ResumeIndex,Category,JobRank,JobID,JobTitle,MatchScore,MissingSkills,ResumeReadability
23,Data Science,1,1693,JavaScript Developer,0.40881184518302405,"excel, java, javascript",-716.368881118881
23,Data Science,2,1009,JavaScript Developer,0.37673155374214684,"java, javascript",-716.368881118881
23,Data Science,3,1478,JavaScript Developer,0.3594408621055404,"javascript, aws, java, react, excel",-716.368881118881
24,Data Science,1,716,Database Administrator,0.20406544001296756,excel,1.7122448979592093
24,Data Science,2,243,Node js developer,0.198517859981177,,1.7122448979592093
24,Data Science,3,2188,Software Engineer,0.19360374281148932,sql,1.7122448979592093
25,Data Science,1,1761,Machine Learning,0.25589085201005857,"tensorflow, keras",-37.19653846153844
25,Data Science,2,661,Machine Learning,0.2506943707692756,java,-37.19653846153844
25,Data Science,3,403,Machine Learning,0.240640493216129,sql,-37.19653846153844
26,Data Science,1,2267,Machine Learning,0.514871436843026,java,-165.61421052631576
26,Data Science,2,1891,Machine Learning,0.506341805688066,"sql, java, tensorflow, javascript",-165.61421052631576
26,Data Science,3,403,Machine Learning,0.5041525555727066,sql,-165.61421052631576
27,Data Science,1,1761,Machine Learning,0.6156758237025524,excel,-786.3164150943395
27,Data Science,2,1194,Machine Learning,0.6001069494258248,,-786.3164150943395
27,Data Science,3,91,Machine Learning,0.5489391719221426,"aws, excel",-786.3164150943395
28,Data Science,1,1761,Machine Learning,0.5214914926553467,"excel, tensorflow, keras",-180.16190476190474
28,Data Science,2,1194,Machine Learning,0.48354066240203913,"tensorflow, keras",-180.16190476190474
28,Data Science,3,1020,Machine Learning,0.455734670351826,"excel, java, tensorflow, keras",-180.16190476190474
29,Data Science,1,2267,Machine Learning,0.4974724156137921,"java, excel",-422.96650684931495
29,Data Science,2,521,Machine Learning,0.48592881042400743,"sql, java, javascript",-422.96650684931495
29,Data Science,3,1891,Machine Learning,0.4831967623630151,"sql, java, tensorflow, javascript",-422.96650684931495
30,Data Science,1,349,Java Developer,0.40651407428644604,excel,-482.4755737704917
30,Data Science,2,2029,Machine Learning,0.3580588776793449,"aws, excel",-482.4755737704917
30,Data Science,3,923,Machine Learning,0.357446514133554,excel,-482.4755737704917
31,Data Science,1,528,Machine Learning,0.253046640994125,"sql, java, tensorflow, javascript",-92.88923728813558
31,Data Science,2,13,Machine Learning,0.24791011619146705,java,-92.88923728813558
31,Data Science,3,441,Machine Learning,0.24347074275859795,java,-92.88923728813558
32,Data Science,1,2063,Machine Learning,0.2181905185434119,,-169.03499999999997
32,Data Science,2,984,Django Developer,0.20157291888804557,javascript,-169.03499999999997
32,Data Science,3,902,Django Developer,0.20143790160801245,javascript,-169.03499999999997
33,Data Science,1,1693,JavaScript Developer,0.40881184518302405,"excel, java, javascript",-716.368881118881
33,Data Science,2,1009,JavaScript Developer,0.37673155374214684,"java, javascript",-716.368881118881
33,Data Science,3,1478,JavaScript Developer,0.3594408621055404,"javascript, aws, java, react, excel",-716.368881118881
34,Data Science,1,716,Database Administrator,0.20406544001296756,excel,1.7122448979592093
34,Data Science,2,243,Node js developer,0.198517859981177,,1.7122448979592093
34,Data Science,3,2188,Software Engineer,0.19360374281148932,sql,1.7122448979592093
35,Data Science,1,1761,Machine Learning,0.25589085201005857,"tensorflow, keras",-37.19653846153844
35,Data Science,2,661,Machine Learning,0.2506943707692756,java,-37.19653846153844
35,Data Science,3,403,Machine Learning,0.240640493216129,sql,-37.19653846153844
36,Data Science,1,2267,Machine Learning,0.514871436843026,java,-165.61421052631576
36,Data Science,2,1891,Machine Learning,0.506341805688066,"sql, java, tensorflow, javascript",-165.61421052631576
36,Data Science,3,403,Machine Learning,0.5041525555727066,sql,-165.61421052631576
37,Data Science,1,1761,Machine Learning,0.6156758237025524,excel,-786.3164150943395
37,Data Science,2,1194,Machine Learning,0.6001069494258248,,-786.3164150943395
37,Data Science,3,91,Machine Learning,0.5489391719221426,"aws, excel",-786.3164150943395
38,Data Science,1,1761,Machine Learning,0.5214914926553467,"excel, tensorflow, keras",-180.16190476190474
38,Data Science,2,1194,Machine Learning,0.48354066240203913,"tensorflow, keras",-180.16190476190474
38,Data Science,3,1020,Machine Learning,0.455734670351826,"excel, java, tensorflow, keras",-180.16190476190474
39,Data Science,1,2267,Machine Learning,0.4974724156137921,"java, excel",-422.96650684931495
39,Data Science,2,521,Machine Learning,0.48592881042400743,"sql, java, javascript",-422.96650684931495
39,Data Science,3,1891,Machine Learning,0.4831967623630151,"sql, java, tensorflow, javascript",-422.96650684931495
40,HR,1,1290,Full Stack Developer,0.2139927786597468,"java, javascript",-21.109285714285704
40,HR,2,2102,Database Administrator,0.19538761331992047,,-21.109285714285704
40,HR,3,1306,Database Administrator,0.183038530509616,excel,-21.109285714285704
41,HR,1,1306,Database Administrator,0.3125821709179079,,-289.02685920577613
41,HR,2,1223,Database Administrator,0.2721598743818554,,-289.02685920577613
41,HR,3,1560,Database Administrator,0.248857300947352,sql,-289.02685920577613
42,HR,1,1306,Database Administrator,0.4077456666653363,excel,-8.365789473684202
42,HR,2,1039,Network Administrator,0.2832833366900501,,-8.365789473684202
42,HR,3,696,Django Developer,0.23840896626205185,"django, python",-8.365789473684202
43,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
43,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
43,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
44,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
44,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
44,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
45,HR,1,1306,Database Administrator,0.29676059171403135,excel,-39.62999999999997
45,HR,2,1039,Network Administrator,0.25928603725560345,,-39.62999999999997
45,HR,3,696,Django Developer,0.1712715990888483,"django, python",-39.62999999999997
46,HR,1,1306,Database Administrator,0.4892775305753436,excel,10.820000000000022
46,HR,2,1039,Network Administrator,0.34282013175950765,,10.820000000000022
46,HR,3,696,Django Developer,0.30272178911791847,"django, python",10.820000000000022
47,HR,1,1867,Full Stack Developer,0.1630445312540765,"sql, java, excel, javascript",-63.624563106796074
47,HR,2,64,JavaScript Developer,0.140287893481462,"excel, java, javascript",-63.624563106796074
47,HR,3,303,Full Stack Developer,0.1365575077673668,"sap, sql, java, javascript",-63.624563106796074
48,HR,1,503,iOS Developer,0.3394754202917753,,-59.72090909090903
48,HR,2,1306,Database Administrator,0.3370733581490459,excel,-59.72090909090903
48,HR,3,1039,Network Administrator,0.25091645484530434,,-59.72090909090903
49,HR,1,1306,Database Administrator,0.29457896219609353,excel,-74.01699999999998
49,HR,2,1706,Database Administrator,0.19616980902695116,,-74.01699999999998
49,HR,3,696,Django Developer,0.1879561262703568,"django, python",-74.01699999999998
50,HR,1,88,Java Developer,0.2751412151365157,javascript,-61.070609756097554
50,HR,2,1108,Java Developer,0.22584528021122732,,-61.070609756097554
50,HR,3,699,Java Developer,0.22102980439635028,machine learning,-61.070609756097554
51,HR,1,1290,Full Stack Developer,0.2139927786597468,"java, javascript",-21.109285714285704
51,HR,2,2102,Database Administrator,0.19538761331992047,,-21.109285714285704
51,HR,3,1306,Database Administrator,0.183038530509616,excel,-21.109285714285704
52,HR,1,1306,Database Administrator,0.3125821709179079,,-289.02685920577613
52,HR,2,1223,Database Administrator,0.2721598743818554,,-289.02685920577613
52,HR,3,1560,Database Administrator,0.248857300947352,sql,-289.02685920577613
53,HR,1,1306,Database Administrator,0.4077456666653363,excel,-8.365789473684202
53,HR,2,1039,Network Administrator,0.2832833366900501,,-8.365789473684202
53,HR,3,696,Django Developer,0.23840896626205185,"django, python",-8.365789473684202
54,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
54,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
54,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
55,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
55,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
55,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
56,HR,1,1306,Database Administrator,0.29676059171403135,excel,-39.62999999999997
56,HR,2,1039,Network Administrator,0.25928603725560345,,-39.62999999999997
56,HR,3,696,Django Developer,0.1712715990888483,"django, python",-39.62999999999997
57,HR,1,1306,Database Administrator,0.4892775305753436,excel,10.820000000000022
57,HR,2,1039,Network Administrator,0.34282013175950765,,10.820000000000022
57,HR,3,696,Django Developer,0.30272178911791847,"django, python",10.820000000000022
58,HR,1,1867,Full Stack Developer,0.1630445312540765,"sql, java, excel, javascript",-63.624563106796074
58,HR,2,64,JavaScript Developer,0.140287893481462,"excel, java, javascript",-63.624563106796074
58,HR,3,303,Full Stack Developer,0.1365575077673668,"sap, sql, java, javascript",-63.624563106796074
59,HR,1,503,iOS Developer,0.3394754202917753,,-59.72090909090903
59,HR,2,1306,Database Administrator,0.3370733581490459,excel,-59.72090909090903
59,HR,3,1039,Network Administrator,0.25091645484530434,,-59.72090909090903
60,HR,1,1306,Database Administrator,0.29457896219609353,excel,-74.01699999999998
60,HR,2,1706,Database Administrator,0.19616980902695116,,-74.01699999999998
60,HR,3,696,Django Developer,0.1879561262703568,"django, python",-74.01699999999998
61,HR,1,88,Java Developer,0.2751412151365157,javascript,-61.070609756097554
61,HR,2,1108,Java Developer,0.22584528021122732,,-61.070609756097554
61,HR,3,699,Java Developer,0.22102980439635028,machine learning,-61.070609756097554
62,HR,1,1290,Full Stack Developer,0.2139927786597468,"java, javascript",-21.109285714285704
62,HR,2,2102,Database Administrator,0.19538761331992047,,-21.109285714285704
62,HR,3,1306,Database Administrator,0.183038530509616,excel,-21.109285714285704
63,HR,1,1306,Database Administrator,0.3125821709179079,,-289.02685920577613
63,HR,2,1223,Database Administrator,0.2721598743818554,,-289.02685920577613
63,HR,3,1560,Database Administrator,0.248857300947352,sql,-289.02685920577613
64,HR,1,1306,Database Administrator,0.4077456666653363,excel,-8.365789473684202
64,HR,2,1039,Network Administrator,0.2832833366900501,,-8.365789473684202
64,HR,3,696,Django Developer,0.23840896626205185,"django, python",-8.365789473684202
65,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
65,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
65,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
66,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
66,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
66,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
67,HR,1,1306,Database Administrator,0.29676059171403135,excel,-39.62999999999997
67,HR,2,1039,Network Administrator,0.25928603725560345,,-39.62999999999997
67,HR,3,696,Django Developer,0.1712715990888483,"django, python",-39.62999999999997
68,HR,1,1306,Database Administrator,0.4892775305753436,excel,10.820000000000022
68,HR,2,1039,Network Administrator,0.34282013175950765,,10.820000000000022
68,HR,3,696,Django Developer,0.30272178911791847,"django, python",10.820000000000022
69,HR,1,1867,Full Stack Developer,0.1630445312540765,"sql, java, excel, javascript",-63.624563106796074
69,HR,2,64,JavaScript Developer,0.140287893481462,"excel, java, javascript",-63.624563106796074
69,HR,3,303,Full Stack Developer,0.1365575077673668,"sap, sql, java, javascript",-63.624563106796074
70,HR,1,503,iOS Developer,0.3394754202917753,,-59.72090909090903
70,HR,2,1306,Database Administrator,0.3370733581490459,excel,-59.72090909090903
70,HR,3,1039,Network Administrator,0.25091645484530434,,-59.72090909090903
71,HR,1,1306,Database Administrator,0.29457896219609353,excel,-74.01699999999998
71,HR,2,1706,Database Administrator,0.19616980902695116,,-74.01699999999998
71,HR,3,696,Django Developer,0.1879561262703568,"django, python",-74.01699999999998
72,HR,1,88,Java Developer,0.2751412151365157,javascript,-61.070609756097554
72,HR,2,1108,Java Developer,0.22584528021122732,,-61.070609756097554
72,HR,3,699,Java Developer,0.22102980439635028,machine learning,-61.070609756097554
73,HR,1,1290,Full Stack Developer,0.2139927786597468,"java, javascript",-21.109285714285704
73,HR,2,2102,Database Administrator,0.19538761331992047,,-21.109285714285704
73,HR,3,1306,Database Administrator,0.183038530509616,excel,-21.109285714285704
74,HR,1,1306,Database Administrator,0.3125821709179079,,-289.02685920577613
74,HR,2,1223,Database Administrator,0.2721598743818554,,-289.02685920577613
74,HR,3,1560,Database Administrator,0.248857300947352,sql,-289.02685920577613
75,HR,1,1306,Database Administrator,0.4077456666653363,excel,-8.365789473684202
75,HR,2,1039,Network Administrator,0.2832833366900501,,-8.365789473684202
75,HR,3,696,Django Developer,0.23840896626205185,"django, python",-8.365789473684202
76,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
76,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
76,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
77,HR,1,1306,Database Administrator,0.4601102790763695,excel,13.105000000000047
77,HR,2,1039,Network Administrator,0.3223836302300321,,13.105000000000047
77,HR,3,696,Django Developer,0.2762260169526163,"django, python",13.105000000000047
78,HR,1,1306,Database Administrator,0.29676059171403135,excel,-39.62999999999997
78,HR,2,1039,Network Administrator,0.25928603725560345,,-39.62999999999997
78,HR,3,696,Django Developer,0.1712715990888483,"django, python",-39.62999999999997
79,HR,1,1306,Database Administrator,0.4892775305753436,excel,10.820000000000022
79,HR,2,1039,Network Administrator,0.34282013175950765,,10.820000000000022
79,HR,3,696,Django Developer,0.30272178911791847,"django, python",10.820000000000022
80,HR,1,1867,Full Stack Developer,0.1630445312540765,"sql, java, excel, javascript",-63.624563106796074
80,HR,2,64,JavaScript Developer,0.140287893481462,"excel, java, javascript",-63.624563106796074
80,HR,3,303,Full Stack Developer,0.1365575077673668,"sap, sql, java, javascript",-63.624563106796074
81,HR,1,503,iOS Developer,0.3394754202917753,,-59.72090909090903
81,HR,2,1306,Database Administrator,0.3370733581490459,excel,-59.72090909090903
81,HR,3,1039,Network Administrator,0.25091645484530434,,-59.72090909090903
82,HR,1,1306,Database Administrator,0.29457896219609353,excel,-74.01699999999998
82,HR,2,1706,Database Administrator,0.19616980902695116,,-74.01699999999998
82,HR,3,696,Django Developer,0.1879561262703568,"django, python",-74.01699999999998
83,HR,1,88,Java Developer,0.2751412151365157,javascript,-61.070609756097554
83,HR,2,1108,Java Developer,0.22584528021122732,,-61.070609756097554
83,HR,3,699,Java Developer,0.22102980439635028,machine learning,-61.070609756097554
84,Advocate,1,1627,DevOps Engineer,0.22498803840012888,"sql, python, excel",-150.7309036144578
84,Advocate,2,1965,Full Stack Developer,0.18219088898057664,"sql, java, excel, javascript",-150.7309036144578
84,Advocate,3,2039,Database Administrator,0.1811718508593095,"aws, sql, python",-150.7309036144578
85,Advocate,1,946,Network Administrator,0.126302173049526,,-14.609999999999957
85,Advocate,2,1160,Flutter Developer,0.1244039609671783,,-14.609999999999957
85,Advocate,3,1311,iOS Developer,0.11377597517265628,,-14.609999999999957
86,Advocate,1,1172,Node js developer,0.13146463060560765,"java, javascript",-18.235000000000014
86,Advocate,2,1212,Node js developer,0.12985693255833,"sql, java, javascript",-18.235000000000014
86,Advocate,3,1641,Node js developer,0.12905964950032417,java,-18.235000000000014
87,Advocate,1,1929,Node js developer,0.17491093653308787,aws,-49.65499999999997
87,Advocate,2,243,Node js developer,0.17149563528860906,,-49.65499999999997
87,Advocate,3,1311,iOS Developer,0.15767404233836574,,-49.65499999999997
88,Advocate,1,684,iOS Developer,0.23568075765392246,"excel, java, javascript",-263.4711235955056
88,Advocate,2,553,Database Administrator,0.2100473692955049,,-263.4711235955056
88,Advocate,3,1706,Database Administrator,0.20995868235737888,,-263.4711235955056
89,Advocate,1,1758,Database Administrator,0.15499979785906684,sql,-78.84642857142853
89,Advocate,2,1658,Java Developer,0.15386391460852528,java,-78.84642857142853
89,Advocate,3,1909,JavaScript Developer,0.13434945638763082,,-78.84642857142853
90,Advocate,1,1273,Wordpress Developer,0.1606573972806391,"excel, java, javascript",-56.97285714285715
90,Advocate,2,1862,Network Administrator,0.15679371536604308,excel,-56.97285714285715
90,Advocate,3,1244,iOS Developer,0.15547621333322412,,-56.97285714285715
91,Advocate,1,1658,Java Developer,0.16771454689525525,java,-126.33666666666662
91,Advocate,2,838,Software Engineer,0.13726951904495338,,-126.33666666666662
91,Advocate,3,1689,Machine Learning,0.13686570693274674,"machine learning, sql, python",-126.33666666666662
92,Advocate,1,1641,Node js developer,0.2634502461812095,java,-48.491774193548366
92,Advocate,2,1440,Node js developer,0.20808128558479813,excel,-48.491774193548366
92,Advocate,3,2042,Database Administrator,0.1988891781978383,excel,-48.491774193548366
93,Advocate,1,1273,Wordpress Developer,0.16799200681438478,"excel, java, javascript",-34.154999999999944
93,Advocate,2,1616,JavaScript Developer,0.16576827487828663,"java, javascript",-34.154999999999944
93,Advocate,3,2201,Django Developer,0.14890963482676417,"django, python",-34.154999999999944
94,Advocate,1,1627,DevOps Engineer,0.22498803840012888,"sql, python, excel",-150.7309036144578
94,Advocate,2,1965,Full Stack Developer,0.18219088898057664,"sql, java, excel, javascript",-150.7309036144578
94,Advocate,3,2039,Database Administrator,0.1811718508593095,"aws, sql, python",-150.7309036144578
95,Advocate,1,946,Network Administrator,0.126302173049526,,-14.609999999999957
95,Advocate,2,1160,Flutter Developer,0.1244039609671783,,-14.609999999999957
95,Advocate,3,1311,iOS Developer,0.11377597517265628,,-14.609999999999957
96,Advocate,1,1172,Node js developer,0.13146463060560765,"java, javascript",-18.235000000000014
96,Advocate,2,1212,Node js developer,0.12985693255833,"sql, java, javascript",-18.235000000000014
96,Advocate,3,1641,Node js developer,0.12905964950032417,java,-18.235000000000014
97,Advocate,1,1929,Node js developer,0.17491093653308787,aws,-49.65499999999997
97,Advocate,2,243,Node js developer,0.17149563528860906,,-49.65499999999997
97,Advocate,3,1311,iOS Developer,0.15767404233836574,,-49.65499999999997
98,Advocate,1,684,iOS Developer,0.23568075765392246,"excel, java, javascript",-263.4711235955056
98,Advocate,2,553,Database Administrator,0.2100473692955049,,-263.4711235955056
98,Advocate,3,1706,Database Administrator,0.20995868235737888,,-263.4711235955056
99,Advocate,1,1758,Database Administrator,0.15499979785906684,sql,-78.84642857142853
99,Advocate,2,1658,Java Developer,0.15386391460852528,java,-78.84642857142853
99,Advocate,3,1909,JavaScript Developer,0.13434945638763082,,-78.84642857142853
100,Advocate,1,1273,Wordpress Developer,0.1606573972806391,"excel, java, javascript",-56.97285714285715
100,Advocate,2,1862,Network Administrator,0.15679371536604308,excel,-56.97285714285715
100,Advocate,3,1244,iOS Developer,0.15547621333322412,,-56.97285714285715
101,Advocate,1,1658,Java Developer,0.16771454689525525,java,-126.33666666666662
101,Advocate,2,838,Software Engineer,0.13726951904495338,,-126.33666666666662
101,Advocate,3,1689,Machine Learning,0.13686570693274674,"machine learning, sql, python",-126.33666666666662
102,Advocate,1,1641,Node js developer,0.2634502461812095,java,-48.491774193548366
102,Advocate,2,1440,Node js developer,0.20808128558479813,excel,-48.491774193548366
102,Advocate,3,2042,Database Administrator,0.1988891781978383,excel,-48.491774193548366
103,Advocate,1,1273,Wordpress Developer,0.16799200681438478,"excel, java, javascript",-34.154999999999944
103,Advocate,2,1616,JavaScript Developer,0.16576827487828663,"java, javascript",-34.154999999999944
103,Advocate,3,2201,Django Developer,0.14890963482676417,"django, python",-34.154999999999944
104,Arts,1,503,iOS Developer,0.4488197022688568,,-147.27272727272725
104,Arts,2,430,Network Administrator,0.4023579728667392,,-147.27272727272725
104,Arts,3,1517,Backend Developer,0.33601699460494466,,-147.27272727272725
105,Arts,1,2248,PHP Developer,0.16065007163402006,,-82.07499999999996
105,Arts,2,1406,DevOps Engineer,0.1128390167394261,"aws, sql, python",-82.07499999999996
105,Arts,3,552,Database Administrator,0.11022562985674282,,-82.07499999999996
106,Arts,1,950,Software Engineer,0.2477560793986475,react,-772.9085999999999
106,Arts,2,1258,PHP Developer,0.2460457036928558,sql,-772.9085999999999
106,Arts,3,849,Backend Developer,0.23038570659592164,"sql, java, python",-772.9085999999999
107,Arts,1,2102,Database Administrator,0.15374236422983126,,-13.679999999999978
107,Arts,2,1701,Database Administrator,0.14291782291663419,excel,-13.679999999999978
107,Arts,3,1493,Database Administrator,0.1423894479685736,excel,-13.679999999999978
108,Arts,1,781,Flutter Developer,0.14136538722378422,flutter,-41.08142857142852
108,Arts,2,1616,JavaScript Developer,0.12849016551595804,"java, javascript",-41.08142857142852
108,Arts,3,1393,Flutter Developer,0.11976391992871355,"flutter, java",-41.08142857142852
109,Arts,1,2201,Django Developer,0.13958897710172863,"django, python",-104.76088495575218
109,Arts,2,289,Full Stack Developer,0.1341181523860293,"java, react, javascript",-104.76088495575218
109,Arts,3,721,Node js developer,0.1319675523542164,,-104.76088495575218
110,Arts,1,503,iOS Developer,0.4488197022688568,,-147.27272727272725
110,Arts,2,430,Network Administrator,0.4023579728667392,,-147.27272727272725
110,Arts,3,1517,Backend Developer,0.33601699460494466,,-147.27272727272725
111,Arts,1,2248,PHP Developer,0.16065007163402006,,-82.07499999999996
111,Arts,2,1406,DevOps Engineer,0.1128390167394261,"aws, sql, python",-82.07499999999996
111,Arts,3,552,Database Administrator,0.11022562985674282,,-82.07499999999996
112,Arts,1,950,Software Engineer,0.2477560793986475,react,-772.9085999999999
112,Arts,2,1258,PHP Developer,0.2460457036928558,sql,-772.9085999999999
112,Arts,3,849,Backend Developer,0.23038570659592164,"sql, java, python",-772.9085999999999
113,Arts,1,2102,Database Administrator,0.15374236422983126,,-13.679999999999978
113,Arts,2,1701,Database Administrator,0.14291782291663419,excel,-13.679999999999978
113,Arts,3,1493,Database Administrator,0.1423894479685736,excel,-13.679999999999978
114,Arts,1,781,Flutter Developer,0.14136538722378422,flutter,-41.08142857142852
114,Arts,2,1616,JavaScript Developer,0.12849016551595804,"java, javascript",-41.08142857142852
